batch,group,tray,tray_type,harv_date,plant,line,isolate,evo_state,strain,leaf,nod,diss,shoot,root,notes
2,7,33,1021-only,15-Aug-17,17,279,D1021.13,derived,Em1022,3,4,NO,10.99,3.31,
2,7,32,1021-only,15-Aug-17,8,267,D1021.13,derived,Em1022,2,3,NO,8.02,3.5,
2,7,35,mix,15-Aug-17,6,270,D1021.13,derived,Em1022,5,7,YES(5),15.85,3.63,"mislabeled as D1021.14, changed to D1021.13"
2,7,33,1021-only,15-Aug-17,24,276,D1021.13,derived,Em1022,5,5,NO,23,3.68,
2,7,32,1021-only,15-Aug-17,11,279,D1021.13,derived,Em1022,4,8,NO,13.32,4.04,
2,7,35,mix,15-Aug-17,9,276,D1021.13,derived,Em1022,4,6,NO,13.06,4.48,
2,7,33,1021-only,15-Aug-17,23,270,D1021.13,derived,Em1022,4,6,NO,14.31,5.03,
2,7,32,1021-only,15-Aug-17,16,313,D1021.13,derived,Em1022,4,4,NO,10.67,5.03,
2,7,35,mix,15-Aug-17,14,267,D1021.13,derived,Em1022,3,5,NO,10.37,5.04,
2,7,35,mix,15-Aug-17,7,279,D1021.13,derived,Em1022,4,8,NO,19.98,5.1,
2,7,35,mix,15-Aug-17,5,267,D1021.13,derived,Em1022,3,5,NO,13.49,5.59,
2,7,33,1021-only,15-Aug-17,6,276,D1021.13,derived,Em1022,4,2,NO,11.2,5.63,
2,7,33,1021-only,15-Aug-17,2,276,D1021.13,derived,Em1022,3,2,NO,11.83,6.71,
2,7,32,1021-only,15-Aug-17,3,276,D1021.13,derived,Em1022,3,4,NO,18.32,6.73,
2,7,33,1021-only,15-Aug-17,11,267,D1021.13,derived,Em1022,3,6,NO,14.34,8.04,
2,7,35,mix,15-Aug-17,10,270,D1021.14,derived,Em1022,1,0,NO,1.14,0.12,very little growth
2,7,35,mix,15-Aug-17,4,270,D1021.14,derived,Em1022,3,0,NO,9.98,0.13,
2,7,32,1021-only,15-Aug-17,24,279,D1021.14,derived,Em1022,3,0,NO,2.77,0.7,
2,7,33,1021-only,15-Aug-17,26,313,D1021.14,derived,Em1022,2,1,NO,5.94,0.89,
2,7,33,1021-only,15-Aug-17,5,270,D1021.14,derived,Em1022,2,3,NO,4.84,1.4,
2,7,32,1021-only,15-Aug-17,2,313,D1021.14,derived,Em1022,2,1,NO,3.22,1.46,
2,7,32,1021-only,15-Aug-17,19,313,D1021.14,derived,Em1022,2,1,NO,4.05,1.62,
2,7,32,1021-only,15-Aug-17,22,279,D1021.14,derived,Em1022,3,4,NO,9.35,1.99,
2,7,32,1021-only,15-Aug-17,26,276,D1021.14,derived,Em1022,2,1,NO,4.42,2.07,
2,7,32,1021-only,15-Aug-17,20,279,D1021.14,derived,Em1022,2,5,NO,8.03,2.23,
2,7,32,1021-only,15-Aug-17,9,270,D1021.14,derived,Em1022,3,4,NO,9.88,2.71,
2,7,32,1021-only,15-Aug-17,23,267,D1021.14,derived,Em1022,4,6,YES(5),11,3.01,
2,7,32,1021-only,15-Aug-17,4,279,D1021.14,derived,Em1022,4,7,YES(5),11.29,3.11,
2,7,32,1021-only,15-Aug-17,13,313,D1021.14,derived,Em1022,3,5,NO,9.07,3.38,
2,7,32,1021-only,15-Aug-17,7,270,D1021.14,derived,Em1022,5,6,NO,11.76,3.61,
2,7,33,1021-only,15-Aug-17,4,313,D1021.14,derived,Em1022,3,3,NO,13.75,3.8,
2,7,32,1021-only,15-Aug-17,18,267,D1021.14,derived,Em1022,4,4,NO,10.53,4.41,
2,7,35,mix,15-Aug-17,11,267,D1021.14,derived,Em1022,4,5,NO,11.97,4.57,
2,7,35,mix,15-Aug-17,3,267,D1021.14,derived,Em1022,4,5,NO,15.46,5.31,
2,7,33,1021-only,15-Aug-17,9,279,D1021.14,derived,Em1022,3,5,YES(5),14.36,5.32,
2,7,33,1021-only,15-Aug-17,8,267,D1021.14,derived,Em1022,3,2,NO,10.89,6.11,
2,7,33,1021-only,15-Aug-17,16,276,D1021.14,derived,Em1022,4,1,NO,11.32,6.38,
2,7,33,1021-only,15-Aug-17,7,276,D1021.14,derived,Em1022,4,2,NO,13.68,6.57,
2,7,35,mix,15-Aug-17,1,276,D1021.14,derived,Em1022,5,6,NO,21.13,12.61,
2,7,35,mix,15-Aug-17,8,276,D1021.14,derived,Em1022,4,3,NO,15.57,13.16,
2,8,38,mix,16-Aug-17,20,270,D1021.15,derived,Em1022,4,3,NO,4.41,0.85,
2,8,36,1021-only,16-Aug-17,15,270,D1021.15,derived,Em1022,2,4,NO,4.27,1.56,
2,8,38,mix,16-Aug-17,25,279,D1021.15,derived,Em1022,3,2,NO,7.39,1.98,
2,8,36,1021-only,16-Aug-17,4,313,D1021.15,derived,Em1022,4,5,NO,8.82,2.46,
2,8,40,1021-only,16-Aug-17,7,313,D1021.15,derived,Em1022,4,5,NO,9.43,2.99,
2,8,38,mix,16-Aug-17,22,279,D1021.15,derived,Em1022,3,4,NO,6.79,3.3,
2,8,40,1021-only,16-Aug-17,20,267,D1021.15,derived,Em1022,3,2,NO,8.45,3.42,
2,8,36,1021-only,16-Aug-17,9,276,D1021.15,derived,Em1022,3,2,NO,8.49,3.51,
2,8,38,mix,16-Aug-17,17,267,D1021.15,derived,Em1022,4,7,YES(5),12.59,3.71,
2,8,36,1021-only,16-Aug-17,3,313,D1021.15,derived,Em1022,3,7,NO,10.22,3.81,
2,8,36,1021-only,16-Aug-17,18,267,D1021.15,derived,Em1022,3,4,NO,9.65,3.82,
2,8,40,1021-only,16-Aug-17,12,313,D1021.15,derived,Em1022,4,10,NO,17.56,3.91,
2,8,40,1021-only,16-Aug-17,1,270,D1021.15,derived,Em1022,5,9,NO,14.08,4.23,
2,8,36,1021-only,16-Aug-17,11,313,D1021.15,derived,Em1022,4,11,NO,16.78,4.24,
2,8,40,1021-only,16-Aug-17,15,267,D1021.15,derived,Em1022,4,5,NO,13.32,4.28,
2,8,36,1021-only,16-Aug-17,10,279,D1021.15,derived,Em1022,4,11,NO,17.36,4.62,
2,8,36,1021-only,16-Aug-17,5,279,D1021.15,derived,Em1022,2,4,NO,8.35,4.86,
2,8,36,1021-only,16-Aug-17,24,270,D1021.15,derived,Em1022,3,4,NO,12.41,4.95,
2,8,36,1021-only,16-Aug-17,12,267,D1021.15,derived,Em1022,4,7,NO,16.32,6.34,
2,8,40,1021-only,16-Aug-17,14,276,D1021.15,derived,Em1022,4,4,NO,12.42,6.43,
2,8,36,1021-only,16-Aug-17,19,276,D1021.15,derived,Em1022,5,7,NO,24.74,6.93,
2,8,40,1021-only,16-Aug-17,2,276,D1021.15,derived,Em1022,5,5,NO,20.57,7.29,
2,8,36,1021-only,16-Aug-17,17,276,D1021.15,derived,Em1022,5,4,NO,18.6,7.67,
2,8,36,1021-only,16-Aug-17,1,270,D1021.15,derived,Em1022,6,11,YES(5),23.44,8.21,
2,8,40,1021-only,16-Aug-17,26,279,D1021.15,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,8,40,1021-only,16-Aug-17,4,270,D1021.16,derived,Em1022,0,0,NO,2.16,0.1,very little growth
2,8,40,1021-only,16-Aug-17,25,279,D1021.16,derived,Em1022,3,1,NO,8.03,1.03,
2,8,36,1021-only,16-Aug-17,22,276,D1021.16,derived,Em1022,3,4,NO,6.42,1.61,
2,8,36,1021-only,16-Aug-17,20,270,D1021.16,derived,Em1022,5,9,NO,13.95,2.45,
2,8,38,mix,16-Aug-17,18,313,D1021.16,derived,Em1022,4,6,NO,11.95,2.49,
2,8,40,1021-only,16-Aug-17,3,279,D1021.16,derived,Em1022,3,5,NO,12.56,2.53,
2,8,38,mix,16-Aug-17,16,313,D1021.16,derived,Em1022,4,7,NO,11.42,3.19,
2,8,40,1021-only,16-Aug-17,23,313,D1021.16,derived,Em1022,3,5,YES(5),11.97,3.33,
2,8,38,mix,16-Aug-17,24,267,D1021.16,derived,Em1022,4,4,NO,16.55,3.6,
2,8,38,mix,16-Aug-17,12,267,D1021.16,derived,Em1022,5,8,NO,20.95,3.83,"mislabeled as 313, changed to 267"
2,8,38,mix,16-Aug-17,19,267,D1021.16,derived,Em1022,4,4,NO,12.45,3.93,
2,8,36,1021-only,16-Aug-17,7,270,D1021.16,derived,Em1022,5,9,NO,15.04,3.95,
2,8,38,mix,16-Aug-17,21,276,D1021.16,derived,Em1022,4,2,NO,9.87,4.03,
2,8,36,1021-only,16-Aug-17,14,313,D1021.16,derived,Em1022,3,8,NO,12.29,4.11,
2,8,36,1021-only,16-Aug-17,21,313,D1021.16,derived,Em1022,4,8,YES(5),19.65,4.47,
2,8,36,1021-only,16-Aug-17,13,270,D1021.16,derived,Em1022,3,11,NO,11.02,4.49,
2,8,36,1021-only,16-Aug-17,2,279,D1021.16,derived,Em1022,3,2,NO,7.38,4.67,
2,8,38,mix,16-Aug-17,26,276,D1021.16,derived,Em1022,4,1,NO,7.5,5.14,
2,8,38,mix,16-Aug-17,13,270,D1021.16,derived,Em1022,6,10,NO,22.54,5.46,
2,8,40,1021-only,16-Aug-17,17,267,D1021.16,derived,Em1022,4,6,NO,11.32,5.64,
2,8,36,1021-only,16-Aug-17,8,279,D1021.16,derived,Em1022,3,6,NO,10.74,5.97,
2,8,38,mix,16-Aug-17,23,276,D1021.16,derived,Em1022,5,3,NO,18.68,6.28,
2,8,40,1021-only,16-Aug-17,13,267,D1021.16,derived,Em1022,4,8,YES(5),21.09,8.98,
2,8,36,1021-only,16-Aug-17,25,276,D1021.16,derived,Em1022,4,4,NO,19.22,12.42,
2,8,40,1021-only,16-Aug-17,16,279,D1021.16,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,9,45,1021-only,17-Aug-17,24,313,D1021.17,derived,Em1022,3,3,NO,6.76,1.49,
2,9,43,mix,17-Aug-17,5,279,D1021.17,derived,Em1022,3,4,NO,5.33,1.54,
2,9,44,1021-only,17-Aug-17,1,279,D1021.17,derived,Em1022,3,1,NO,4.38,1.69,
2,9,43,mix,17-Aug-17,14,279,D1021.17,derived,Em1022,3,2,NO,6.22,1.95,
2,9,45,1021-only,17-Aug-17,20,313,D1021.17,derived,Em1022,3,3,NO,8.49,2.34,
2,9,45,1021-only,17-Aug-17,12,279,D1021.17,derived,Em1022,3,6,NO,7.11,2.35,
2,9,44,1021-only,17-Aug-17,4,270,D1021.17,derived,Em1022,5,5,YES(5),11.34,2.61,
2,9,43,mix,17-Aug-17,7,267,D1021.17,derived,Em1022,4,2,NO,10.62,2.96,
2,9,43,mix,17-Aug-17,4,313,D1021.17,derived,Em1022,5,4,NO,16.35,3.27,
2,9,45,1021-only,17-Aug-17,19,270,D1021.17,derived,Em1022,5,6,NO,13.69,3.66,
2,9,44,1021-only,17-Aug-17,19,276,D1021.17,derived,Em1022,5,6,YES(5),14.09,3.85,
2,9,43,mix,17-Aug-17,1,267,D1021.17,derived,Em1022,4,4,NO,9.49,4.04,
2,9,43,mix,17-Aug-17,6,276,D1021.17,derived,Em1022,5,3,NO,11.24,4.06,
2,9,44,1021-only,17-Aug-17,5,267,D1021.17,derived,Em1022,5,6,NO,11.03,4.34,
2,9,45,1021-only,17-Aug-17,16,270,D1021.17,derived,Em1022,4,6,NO,15.77,4.71,
2,9,45,1021-only,17-Aug-17,10,313,D1021.17,derived,Em1022,4,3,NO,13.63,5.1,
2,9,44,1021-only,17-Aug-17,14,313,D1021.17,derived,Em1022,4,7,NO,17.63,5.42,
2,9,44,1021-only,17-Aug-17,13,270,D1021.17,derived,Em1022,5,5,NO,14.43,5.58,
2,9,45,1021-only,17-Aug-17,14,270,D1021.17,derived,Em1022,5,16,YES(5),20.24,5.98,
2,9,43,mix,17-Aug-17,10,276,D1021.17,derived,Em1022,6,5,NO,17.91,6.41,
2,9,44,1021-only,17-Aug-17,11,267,D1021.17,derived,Em1022,4,6,NO,12.79,6.97,
2,9,44,1021-only,17-Aug-17,6,276,D1021.17,derived,Em1022,5,4,NO,19.84,7.05,
2,9,44,1021-only,17-Aug-17,24,276,D1021.17,derived,Em1022,4,4,NO,10.79,7.81,
2,9,45,1021-only,17-Aug-17,6,267,D1021.17,derived,Em1022,3,3,NO,9.91,10.46,
2,9,45,1021-only,17-Aug-17,22,279,D1021.17,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,9,44,1021-only,17-Aug-17,23,313,D1021.18,derived,Em1022,2,2,NO,4.37,0.79,
2,9,43,mix,17-Aug-17,11,313,D1021.18,derived,Em1022,3,1,NO,8.3,0.97,
2,9,44,1021-only,17-Aug-17,21,313,D1021.18,derived,Em1022,4,1,NO,13.46,1.17,
2,9,45,1021-only,17-Aug-17,3,279,D1021.18,derived,Em1022,3,3,NO,4.89,1.47,
2,9,45,1021-only,17-Aug-17,26,267,D1021.18,derived,Em1022,3,3,NO,7.06,2.04,
2,9,45,1021-only,17-Aug-17,2,279,D1021.18,derived,Em1022,2,2,NO,8.36,2.47,
2,9,44,1021-only,17-Aug-17,7,313,D1021.18,derived,Em1022,4,7,NO,10.59,2.64,
2,9,45,1021-only,17-Aug-17,25,270,D1021.18,derived,Em1022,4,4,NO,8.95,2.66,
2,9,45,1021-only,17-Aug-17,13,267,D1021.18,derived,Em1022,3,4,NO,5.87,2.71,
2,9,43,mix,17-Aug-17,8,279,D1021.18,derived,Em1022,4,2,NO,7.02,2.75,
2,9,43,mix,17-Aug-17,15,270,D1021.18,derived,Em1022,4,6,NO,11.25,2.81,
2,9,44,1021-only,17-Aug-17,2,267,D1021.18,derived,Em1022,4,4,NO,11.05,2.96,
2,9,45,1021-only,17-Aug-17,21,276,D1021.18,derived,Em1022,4,3,NO,9.4,3.85,
2,9,43,mix,17-Aug-17,3,267,D1021.18,derived,Em1022,6,5,NO,15.05,4.28,
2,9,43,mix,17-Aug-17,9,276,D1021.18,derived,Em1022,3,5,YES(5),7.41,4.31,
2,9,44,1021-only,17-Aug-17,10,313,D1021.18,derived,Em1022,4,6,NO,11.65,4.55,
2,9,45,1021-only,17-Aug-17,7,267,D1021.18,derived,Em1022,3,3,NO,9.21,5.69,
2,9,44,1021-only,17-Aug-17,15,270,D1021.18,derived,Em1022,4,13,NO,13.58,5.78,
2,9,45,1021-only,17-Aug-17,1,276,D1021.18,derived,Em1022,5,6,NO,16.81,5.89,
2,9,44,1021-only,17-Aug-17,3,276,D1021.18,derived,Em1022,5,5,NO,26.08,6.97,
2,9,44,1021-only,17-Aug-17,12,276,D1021.18,derived,Em1022,4,7,NO,16.07,8.91,
2,9,45,1021-only,17-Aug-17,17,279,D1021.18,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,9,45,1021-only,17-Aug-17,18,279,D1021.18,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,9,44,1021-only,17-Aug-17,26,270,D1021.18,derived,Em1022,0,0,NO,2.17,NA,very little growth
2,9,43,mix,17-Aug-17,2,270,D1021.18,derived,Em1022,1,0,NO,1.29,NA,very little growth
2,10,48,1021-only,18-Aug-17,25,313,D1021.19,derived,Em1022,3,5,NO,8.47,1.42,
2,10,48,1021-only,18-Aug-17,3,279,D1021.19,derived,Em1022,3,3,NO,7.11,2.99,
2,10,49,1021-only,18-Aug-17,23,270,D1021.19,derived,Em1022,4,4,NO,8.93,3.08,
2,10,49,1021-only,18-Aug-17,18,313,D1021.19,derived,Em1022,3,9,NO,11.77,3.31,"mislabeled as D1021.18, changed to D1021.19"
2,10,48,1021-only,18-Aug-17,12,279,D1021.19,derived,Em1022,4,4,NO,11.8,3.31,
2,10,48,1021-only,18-Aug-17,19,313,D1021.19,derived,Em1022,4,7,NO,13.38,3.48,
2,10,48,1021-only,18-Aug-17,13,267,D1021.19,derived,Em1022,4,4,NO,11.86,3.54,
2,10,48,1021-only,18-Aug-17,1,270,D1021.19,derived,Em1022,4,6,NO,10.44,3.6,
2,10,48,1021-only,18-Aug-17,15,279,D1021.19,derived,Em1022,5,4,NO,12.14,3.74,
2,10,49,1021-only,18-Aug-17,1,276,D1021.19,derived,Em1022,4,4,NO,12.6,4.09,
2,10,49,1021-only,18-Aug-17,24,313,D1021.19,derived,Em1022,4,7,NO,17.12,4.15,
2,10,46,mix,18-Aug-17,3,270,D1021.19,derived,Em1022,4,8,NO,11.51,4.15,
2,10,48,1021-only,18-Aug-17,8,270,D1021.19,derived,Em1022,4,7,NO,13.57,4.24,
2,10,46,mix,18-Aug-17,8,313,D1021.19,derived,Em1022,4,7,NO,13.41,4.29,
2,10,48,1021-only,18-Aug-17,20,267,D1021.19,derived,Em1022,4,6,NO,15.56,4.49,
2,10,48,1021-only,18-Aug-17,22,279,D1021.19,derived,Em1022,3,5,NO,9.61,4.7,
2,10,46,mix,18-Aug-17,6,267,D1021.19,derived,Em1022,4,4,NO,15.33,4.84,
2,10,49,1021-only,18-Aug-17,7,267,D1021.19,derived,Em1022,4,7,NO,17.25,6.85,
2,10,49,1021-only,18-Aug-17,17,267,D1021.19,derived,Em1022,3,5,YES(5),10.43,6.95,
2,10,48,1021-only,18-Aug-17,21,276,D1021.19,derived,Em1022,6,7,NO,22.91,7.84,
2,10,46,mix,18-Aug-17,2,279,D1021.19,derived,Em1022,4,6,NO,21.4,9.07,
2,10,46,mix,18-Aug-17,1,276,D1021.19,derived,Em1022,5,6,NO,21.83,10.95,
2,10,49,1021-only,18-Aug-17,10,276,D1021.19,derived,Em1022,2,4,NO,11.36,13.21,
2,10,49,1021-only,18-Aug-17,14,276,D1021.19,derived,Em1022,6,9,NO,31.39,14.78,
2,10,46,mix,18-Aug-17,9,270,D1021.19,derived,Em1022,2,0,NO,2.16,NA,very little growth
1,1,2,1021-only,31-Jul-17,20,270,D1021.2,derived,Em1022,4,8,YES,15.26,1.87,
1,1,2,1021-only,31-Jul-17,8,267,D1021.2,derived,Em1022,3,2,NO,8.61,2.23,
1,1,4,1021-only,31-Jul-17,10,276,D1021.2,derived,Em1022,5,6,NO,13.08,2.9,
1,1,2,1021-only,31-Jul-17,24,313,D1021.2,derived,Em1022,3,5,NO,11.51,3.37,
1,1,5,mix,31-Jul-17,8,267,D1021.2,derived,Em1022,4,9,YES(5),12.95,3.57,
1,1,4,1021-only,31-Jul-17,5,313,D1021.2,derived,Em1022,4,9,NO,15.4,3.61,
1,1,4,1021-only,31-Jul-17,19,267,D1021.2,derived,Em1022,4,9,NO,12.07,3.74,
1,1,4,1021-only,31-Jul-17,4,313,D1021.2,derived,Em1022,4,7,NO,17.85,3.78,
1,1,4,1021-only,31-Jul-17,18,279,D1021.2,derived,Em1022,3,2,NO,6.23,4.04,
1,1,4,1021-only,31-Jul-17,26,313,D1021.2,derived,Em1022,4,8,NO,13.71,4.16,
1,1,5,mix,31-Jul-17,13,270,D1021.2,derived,Em1022,5,7,NO,21.41,4.22,
1,1,4,1021-only,31-Jul-17,2,313,D1021.2,derived,Em1022,4,9,NO,15.58,4.51,
1,1,5,mix,31-Jul-17,1,276,D1021.2,derived,Em1022,4,1,NO,11.75,4.55,
1,1,2,1021-only,31-Jul-17,13,276,D1021.2,derived,Em1022,5,3,NO,13.42,4.64,
1,1,4,1021-only,31-Jul-17,24,270,D1021.2,derived,Em1022,5,9,NO,19.27,5.64,
1,1,4,1021-only,31-Jul-17,12,270,D1021.2,derived,Em1022,5,10,YES(5),20.13,5.91,
1,1,2,1021-only,31-Jul-17,21,276,D1021.2,derived,Em1022,4,0,NO,17.03,5.93,
1,1,4,1021-only,31-Jul-17,25,279,D1021.2,derived,Em1022,3,3,NO,9.47,5.94,
1,1,4,1021-only,31-Jul-17,17,267,D1021.2,derived,Em1022,4,7,NO,14.88,6.15,
1,1,4,1021-only,31-Jul-17,14,279,D1021.2,derived,Em1022,4,7,NO,18.78,6.36,
1,1,5,mix,31-Jul-17,2,267,D1021.2,derived,Em1022,4,9,NO,17.62,6.44,
1,1,4,1021-only,31-Jul-17,23,279,D1021.2,derived,Em1022,5,10,NO,17.72,7.75,
1,1,5,mix,31-Jul-17,7,276,D1021.2,derived,Em1022,5,5,NO,16.16,11.26,
1,1,2,1021-only,31-Jul-17,1,270,D1021.2,derived,Em1022,4,4,NO,12.2,15.02,"plants numbered in reverse order (1 = 26, et c.)"
1,1,2,1021-only,31-Jul-17,23,279,D1021.2,derived,Em1022,NA,NA,NA,2.79,NA,"no root, just cotyledon"
2,10,48,1021-only,18-Aug-17,17,270,D1021.20,derived,Em1022,4,8,YES(5),11.71,2.31,
2,10,48,1021-only,18-Aug-17,16,313,D1021.20,derived,Em1022,3,4,NO,9.01,2.51,
2,10,48,1021-only,18-Aug-17,14,270,D1021.20,derived,Em1022,3,4,NO,9.75,2.72,
2,10,46,mix,18-Aug-17,11,279,D1021.20,derived,Em1022,3,1,NO,6.28,2.73,
2,10,48,1021-only,18-Aug-17,7,313,D1021.20,derived,Em1022,3,9,NO,10.58,2.79,
2,10,49,1021-only,18-Aug-17,26,270,D1021.20,derived,Em1022,4,7,NO,11.3,2.87,
2,10,48,1021-only,18-Aug-17,24,313,D1021.20,derived,Em1022,3,4,NO,9.73,2.92,
2,10,48,1021-only,18-Aug-17,18,276,D1021.20,derived,Em1022,4,2,NO,7.75,2.96,
2,10,48,1021-only,18-Aug-17,11,267,D1021.20,derived,Em1022,4,7,NO,9.68,3.21,
2,10,48,1021-only,18-Aug-17,23,270,D1021.20,derived,Em1022,4,6,NO,11.26,3.57,
2,10,48,1021-only,18-Aug-17,5,270,D1021.20,derived,Em1022,4,6,YES(5),12.87,3.59,
2,10,46,mix,18-Aug-17,15,313,D1021.20,derived,Em1022,3,6,NO,10.53,3.76,
2,10,49,1021-only,18-Aug-17,25,267,D1021.20,derived,Em1022,3,4,NO,11.22,4.15,
2,10,48,1021-only,18-Aug-17,26,279,D1021.20,derived,Em1022,4,3,NO,10.91,4.62,
2,10,49,1021-only,18-Aug-17,5,313,D1021.20,derived,Em1022,4,10,YES(5),20.1,4.69,
2,10,46,mix,18-Aug-17,14,279,D1021.20,derived,Em1022,4,3,NO,11.61,4.81,
2,10,46,mix,18-Aug-17,5,267,D1021.20,derived,Em1022,4,3,NO,15.31,5.18,
2,10,49,1021-only,18-Aug-17,12,267,D1021.20,derived,Em1022,4,7,NO,10.24,5.43,
2,10,49,1021-only,18-Aug-17,20,267,D1021.20,derived,Em1022,4,9,NO,14.85,5.78,
2,10,49,1021-only,18-Aug-17,4,279,D1021.20,derived,Em1022,4,6,NO,11.27,7.11,
2,10,46,mix,18-Aug-17,10,276,D1021.20,derived,Em1022,5,7,YES(5),22.29,7.69,
2,10,48,1021-only,18-Aug-17,4,276,D1021.20,derived,Em1022,5,5,NO,20.31,8.15,
2,10,48,1021-only,18-Aug-17,10,276,D1021.20,derived,Em1022,5,4,NO,16.48,8.21,
2,10,46,mix,18-Aug-17,4,279,D1021.20,derived,Em1022,5,7,NO,19.46,8.22,
2,10,46,mix,18-Aug-17,7,276,D1021.20,derived,Em1022,5,5,NO,21.31,8.31,
1,2,7,mix,01-Aug-17,23,279,D1021.3,derived,Em1022,3,0,NO,4.22,1.19,
1,2,9,1021-only,01-Aug-17,15,267,D1021.3,derived,Em1022,3,7,NO,7.53,1.47,
1,2,9,1021-only,01-Aug-17,20,313,D1021.3,derived,Em1022,4,3,NO,10.42,1.53,
1,2,9,1021-only,01-Aug-17,19,279,D1021.3,derived,Em1022,3,4,NO,8.97,1.68,
1,2,9,1021-only,01-Aug-17,11,270,D1021.3,derived,Em1022,4,4,NO,10.49,1.74,
1,2,9,1021-only,01-Aug-17,21,276,D1021.3,derived,Em1022,3,2,NO,7.33,1.81,
1,2,7,mix,01-Aug-17,24,270,D1021.3,derived,Em1022,4,2,NO,7.63,1.84,
1,2,9,1021-only,01-Aug-17,22,313,D1021.3,derived,Em1022,4,9,NO,11.8,1.85,
1,2,6,1021-only,01-Aug-17,13,267,D1021.3,derived,Em1022,3,3,NO,5.22,1.91,
1,2,7,mix,01-Aug-17,13,270,D1021.3,derived,Em1022,1,2,NO,4.92,2.06,
1,2,7,mix,01-Aug-17,22,313,D1021.3,derived,Em1022,3,5,NO,10.41,2.06,
1,2,6,1021-only,01-Aug-17,6,313,D1021.3,derived,Em1022,3,4,NO,7.87,2.11,
1,2,6,1021-only,01-Aug-17,24,267,D1021.3,derived,Em1022,3,4,NO,7.58,2.26,
1,2,9,1021-only,01-Aug-17,12,267,D1021.3,derived,Em1022,3,3,NO,10.61,2.74,
1,2,7,mix,01-Aug-17,18,276,D1021.3,derived,Em1022,4,3,NO,10.92,3.04,
1,2,6,1021-only,01-Aug-17,1,279,D1021.3,derived,Em1022,3,4,NO,8.06,3.21,
1,2,6,1021-only,01-Aug-17,20,270,D1021.3,derived,Em1022,5,8,NO,16.97,3.37,
1,2,6,1021-only,01-Aug-17,11,270,D1021.3,derived,Em1022,5,10,NO,14.37,3.44,
1,2,9,1021-only,01-Aug-17,14,313,D1021.3,derived,Em1022,3,7,NO,11.15,3.55,
1,2,6,1021-only,01-Aug-17,21,267,D1021.3,derived,Em1022,4,3,NO,8.19,3.82,
1,2,9,1021-only,01-Aug-17,18,279,D1021.3,derived,Em1022,3,4,NO,9.64,4.26,
1,2,9,1021-only,01-Aug-17,8,276,D1021.3,derived,Em1022,4,9,YES(5),15.47,4.66,
1,2,9,1021-only,01-Aug-17,23,276,D1021.3,derived,Em1022,4,7,NO,14.15,5.06,
1,2,9,1021-only,01-Aug-17,4,276,D1021.3,derived,Em1022,4,5,NO,12,5.8,
1,2,9,1021-only,01-Aug-17,1,279,D1021.3,derived,Em1022,4,8,NO,21.22,7.8,
1,2,6,1021-only,01-Aug-17,22,279,D1021.4,derived,Em1022,2,0,NO,4.66,0.65,
1,2,9,1021-only,01-Aug-17,9,279,D1021.4,derived,Em1022,3,1,NO,4.81,0.69,
1,2,7,mix,01-Aug-17,21,313,D1021.4,derived,Em1022,3,2,NO,5.56,0.71,
1,2,6,1021-only,01-Aug-17,8,279,D1021.4,derived,Em1022,3,2,NO,5.18,1.17,
1,2,6,1021-only,01-Aug-17,2,313,D1021.4,derived,Em1022,3,1,NO,5.76,1.21,
1,2,7,mix,01-Aug-17,20,270,D1021.4,derived,Em1022,4,0,NO,4.95,1.62,
1,2,6,1021-only,01-Aug-17,26,270,D1021.4,derived,Em1022,4,4,NO,10.87,1.77,
1,2,7,mix,01-Aug-17,19,270,D1021.4,derived,Em1022,3,1,NO,6.2,1.96,
1,2,6,1021-only,01-Aug-17,10,270,D1021.4,derived,Em1022,4,3,NO,10.39,1.99,
1,2,6,1021-only,01-Aug-17,25,276,D1021.4,derived,Em1022,3,0,NO,4.94,2.18,
1,2,9,1021-only,01-Aug-17,26,267,D1021.4,derived,Em1022,3,5,YES(5),8.85,2.33,
1,2,9,1021-only,01-Aug-17,7,276,D1021.4,derived,Em1022,3,3,NO,8.4,2.41,
1,2,7,mix,01-Aug-17,12,279,D1021.4,derived,Em1022,3,4,NO,7.55,2.41,
1,2,6,1021-only,01-Aug-17,4,313,D1021.4,derived,Em1022,3,5,NO,9.81,2.42,
1,2,7,mix,01-Aug-17,17,313,D1021.4,derived,Em1022,3,6,NO,11.62,2.51,
1,2,7,mix,01-Aug-17,16,267,D1021.4,derived,Em1022,3,1,NO,7.84,2.7,
1,2,6,1021-only,01-Aug-17,19,270,D1021.4,derived,Em1022,3,2,NO,7.8,2.81,
1,2,9,1021-only,01-Aug-17,10,276,D1021.4,derived,Em1022,4,3,NO,8.76,3.04,
1,2,6,1021-only,01-Aug-17,9,313,D1021.4,derived,Em1022,4,6,YES(5),11.94,3.16,
1,2,6,1021-only,01-Aug-17,15,267,D1021.4,derived,Em1022,4,4,NO,8.36,3.23,
1,2,9,1021-only,01-Aug-17,6,279,D1021.4,derived,Em1022,4,5,NO,13.11,3.56,
1,2,6,1021-only,01-Aug-17,3,267,D1021.4,derived,Em1022,4,8,NO,10.94,3.9,
