batch,group,tray,tray_type,harv_date,plant,line,isolate,evo_state,strain,leaf,nod,diss,shoot,root,notes
1,2,6,1021-only,01-Aug-17,7,276,D1021.4,derived,Em1022,4,5,NO,13.74,4.88,
1,2,7,mix,01-Aug-17,26,276,D1021.4,derived,Em1022,6,4,NO,13.07,4.91,
1,2,7,mix,01-Aug-17,25,267,D1021.4,derived,Em1022,3,4,NO,11.16,6.28,
1,3,14,mix,02-Aug-17,15,279,D1021.5,derived,Em1022,3,1,NO,6.62,0.83,
1,3,13,1021-only,02-Aug-17,6,270,D1021.5,derived,Em1022,1,0,NO,2.86,0.89,
1,3,15,1021-only,02-Aug-17,26,313,D1021.5,derived,Em1022,3,2,NO,4.75,1.77,
1,3,13,1021-only,02-Aug-17,1,279,D1021.5,derived,Em1022,3,3,NO,6.02,1.89,
1,3,13,1021-only,02-Aug-17,3,270,D1021.5,derived,Em1022,4,2,NO,6.73,1.98,
1,3,14,mix,02-Aug-17,26,267,D1021.5,derived,Em1022,3,3,NO,7.46,2.37,
1,3,15,1021-only,02-Aug-17,25,279,D1021.5,derived,Em1022,3,5,YES(5),7.6,2.59,
1,3,15,1021-only,02-Aug-17,16,267,D1021.5,derived,Em1022,3,3,NO,7.06,2.76,
1,3,13,1021-only,02-Aug-17,26,276,D1021.5,derived,Em1022,3,1,NO,7.87,3.05,
1,3,15,1021-only,02-Aug-17,2,270,D1021.5,derived,Em1022,5,3,NO,16.12,3.32,
1,3,14,mix,02-Aug-17,16,313,D1021.5,derived,Em1022,3,4,NO,11.61,3.41,
1,3,15,1021-only,02-Aug-17,4,313,D1021.5,derived,Em1022,4,8,NO,12.57,3.48,
1,3,13,1021-only,02-Aug-17,19,313,D1021.5,derived,Em1022,3,5,NO,11.08,3.51,
1,3,14,mix,02-Aug-17,22,267,D1021.5,derived,Em1022,3,4,NO,9.33,3.51,
1,3,15,1021-only,02-Aug-17,5,270,D1021.5,derived,Em1022,5,7,NO,15.01,3.57,
1,3,15,1021-only,02-Aug-17,3,313,D1021.5,derived,Em1022,4,9,NO,15.09,3.66,
1,3,14,mix,02-Aug-17,24,276,D1021.5,derived,Em1022,4,1,NO,12.99,4.06,
1,3,13,1021-only,02-Aug-17,14,276,D1021.5,derived,Em1022,5,3,NO,13.79,4.21,
1,3,13,1021-only,02-Aug-17,17,279,D1021.5,derived,Em1022,4,7,YES(5),10.77,4.25,
1,3,15,1021-only,02-Aug-17,8,276,D1021.5,derived,Em1022,5,1,NO,11.33,5.24,
1,3,15,1021-only,02-Aug-17,17,276,D1021.5,derived,Em1022,4,4,NO,11.98,5.43,
1,3,15,1021-only,02-Aug-17,22,267,D1021.5,derived,Em1022,4,4,NO,13.83,5.77,
1,3,15,1021-only,02-Aug-17,13,267,D1021.5,derived,Em1022,4,3,NO,11.57,13.11,
1,3,14,mix,02-Aug-17,20,270,D1021.5,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,3,14,mix,02-Aug-17,17,279,D1021.5,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,3,13,1021-only,02-Aug-17,10,267,D1021.6,derived,Em1022,3,0,NO,6.09,0.71,
1,3,14,mix,02-Aug-17,19,270,D1021.6,derived,Em1022,3,1,NO,7.52,1.01,
1,3,13,1021-only,02-Aug-17,9,279,D1021.6,derived,Em1022,3,5,YES(5),8.97,1.93,
1,3,14,mix,02-Aug-17,23,267,D1021.6,derived,Em1022,4,5,NO,8.6,1.93,
1,3,13,1021-only,02-Aug-17,12,279,D1021.6,derived,Em1022,3,4,NO,6.53,1.99,
1,3,14,mix,02-Aug-17,25,313,D1021.6,derived,Em1022,3,3,NO,9.1,2.21,
1,3,15,1021-only,02-Aug-17,14,313,D1021.6,derived,Em1022,3,5,YES(5),10.24,2.3,
1,3,14,mix,02-Aug-17,18,267,D1021.6,derived,Em1022,4,7,NO,10.7,2.47,
1,3,15,1021-only,02-Aug-17,20,267,D1021.6,derived,Em1022,4,2,NO,12.14,2.65,
1,3,13,1021-only,02-Aug-17,16,276,D1021.6,derived,Em1022,3,0,NO,7.32,2.96,
1,3,13,1021-only,02-Aug-17,13,313,D1021.6,derived,Em1022,3,6,NO,10.75,3.04,
1,3,13,1021-only,02-Aug-17,2,270,D1021.6,derived,Em1022,5,9,NO,11.37,3.31,
1,3,14,mix,02-Aug-17,14,270,D1021.6,derived,Em1022,4,7,YES(5),15.73,3.31,
1,3,15,1021-only,02-Aug-17,19,276,D1021.6,derived,Em1022,4,6,NO,11.24,3.51,
1,3,15,1021-only,02-Aug-17,1,270,D1021.6,derived,Em1022,4,9,NO,10.81,3.72,
1,3,13,1021-only,02-Aug-17,8,276,D1021.6,derived,Em1022,5,1,NO,12.89,4.06,
1,3,15,1021-only,02-Aug-17,9,279,D1021.6,derived,Em1022,4,4,NO,11.2,4.19,
1,3,14,mix,02-Aug-17,21,313,D1021.6,derived,Em1022,3,5,NO,13.61,4.21,
1,3,15,1021-only,02-Aug-17,6,267,D1021.6,derived,Em1022,3,3,NO,8.83,4.52,
1,3,13,1021-only,02-Aug-17,25,313,D1021.6,derived,Em1022,3,7,NO,12.27,5.48,
1,3,13,1021-only,02-Aug-17,23,276,D1021.6,derived,Em1022,5,4,NO,15.82,6.41,
1,3,15,1021-only,02-Aug-17,12,276,D1021.6,derived,Em1022,4,5,NO,15.31,7.57,
1,3,15,1021-only,02-Aug-17,18,270,D1021.6,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,3,13,1021-only,02-Aug-17,24,279,D1021.6,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,3,13,1021-only,02-Aug-17,15,279,D1021.6,derived,Em1022,0,1,NO,0.41,NA,only one envelope
1,4,16,mix,03-Aug-17,18,279,D1021.7,derived,Em1022,3,0,NO,4,0.5,
1,4,17,1021-only,03-Aug-17,15,270,D1021.7,derived,Em1022,4,1,NO,6.49,0.81,
1,4,17,1021-only,03-Aug-17,24,270,D1021.7,derived,Em1022,2,2,NO,3.03,0.95,
1,4,19,1021-only,03-Aug-17,20,279,D1021.7,derived,Em1022,3,2,NO,5.91,1.05,
1,4,16,mix,03-Aug-17,22,313,D1021.7,derived,Em1022,3,6,YES(5),4.48,1.13,
1,4,19,1021-only,03-Aug-17,18,276,D1021.7,derived,Em1022,3,1,NO,4.48,1.2,
1,4,19,1021-only,03-Aug-17,24,270,D1021.7,derived,Em1022,4,7,NO,10.98,1.27,
1,4,17,1021-only,03-Aug-17,21,313,D1021.7,derived,Em1022,3,8,YES(5),9.53,1.79,
1,4,17,1021-only,03-Aug-17,14,313,D1021.7,derived,Em1022,3,3,NO,8.83,2.18,
1,4,19,1021-only,03-Aug-17,6,270,D1021.7,derived,Em1022,4,7,NO,9.78,2.21,
1,4,17,1021-only,03-Aug-17,5,313,D1021.7,derived,Em1022,3,6,YES(5),8.01,2.41,
1,4,19,1021-only,03-Aug-17,4,267,D1021.7,derived,Em1022,3,2,NO,7.93,2.41,
1,4,19,1021-only,03-Aug-17,26,267,D1021.7,derived,Em1022,3,5,NO,7.37,2.42,
1,4,19,1021-only,03-Aug-17,2,267,D1021.7,derived,Em1022,4,3,NO,9.35,2.69,
1,4,17,1021-only,03-Aug-17,9,267,D1021.7,derived,Em1022,3,6,NO,8.05,2.77,
1,4,16,mix,03-Aug-17,21,279,D1021.7,derived,Em1022,3,3,NO,10.86,3.24,
1,4,19,1021-only,03-Aug-17,3,276,D1021.7,derived,Em1022,4,4,NO,13.83,3.4,
1,4,19,1021-only,03-Aug-17,1,267,D1021.7,derived,Em1022,3,2,NO,7.98,3.56,
1,4,19,1021-only,03-Aug-17,15,276,D1021.7,derived,Em1022,4,4,NO,14.29,4.61,
1,4,19,1021-only,03-Aug-17,17,276,D1021.7,derived,Em1022,4,4,YES(4),13.83,4.66,
1,4,16,mix,03-Aug-17,13,313,D1021.7,derived,Em1022,4,5,NO,14.29,5.76,
1,4,16,mix,03-Aug-17,12,276,D1021.7,derived,Em1022,3,0,NO,8.98,6.99,
1,4,17,1021-only,03-Aug-17,22,279,D1021.7,derived,Em1022,2,1,NO,1.02,NA,
1,4,19,1021-only,03-Aug-17,21,270,D1021.7,derived,Em1022,0,0,NO,NA,NA,"only root, not enough growth"
1,4,19,1021-only,03-Aug-17,10,279,D1021.7,derived,Em1022,0,0,NO,2.2,NA,"very little growth, one envelope"
1,4,19,1021-only,03-Aug-17,11,279,D1021.8,derived,Em1022,1,0,NO,1.29,0.23,
1,4,19,1021-only,03-Aug-17,19,279,D1021.8,derived,Em1022,2,0,NO,4.34,0.58,
1,4,16,mix,03-Aug-17,25,270,D1021.8,derived,Em1022,4,2,NO,4.89,1.23,
1,4,19,1021-only,03-Aug-17,7,276,D1021.8,derived,Em1022,3,1,NO,5.08,1.25,
1,4,17,1021-only,03-Aug-17,8,267,D1021.8,derived,Em1022,3,6,NO,7.99,1.54,
1,4,17,1021-only,03-Aug-17,25,313,D1021.8,derived,Em1022,3,4,NO,9.76,1.57,
1,4,19,1021-only,03-Aug-17,16,267,D1021.8,derived,Em1022,3,3,NO,6.58,1.77,
1,4,16,mix,03-Aug-17,24,313,D1021.8,derived,Em1022,3,4,NO,9.08,1.82,
1,4,19,1021-only,03-Aug-17,22,270,D1021.8,derived,Em1022,4,7,YES(5),11.02,1.98,
1,4,17,1021-only,03-Aug-17,16,313,D1021.8,derived,Em1022,3,5,NO,7.95,2.18,
1,4,16,mix,03-Aug-17,26,313,D1021.8,derived,Em1022,3,3,NO,10.97,2.19,
1,4,16,mix,03-Aug-17,16,267,D1021.8,derived,Em1022,3,0,NO,9.65,2.23,
1,4,17,1021-only,03-Aug-17,3,313,D1021.8,derived,Em1022,4,4,NO,9.88,2.33,
1,4,16,mix,03-Aug-17,17,279,D1021.8,derived,Em1022,3,5,NO,6.22,2.57,
1,4,17,1021-only,03-Aug-17,7,267,D1021.8,derived,Em1022,4,3,NO,8.57,2.6,
1,4,17,1021-only,03-Aug-17,1,279,D1021.8,derived,Em1022,3,4,NO,6.58,2.6,
1,4,17,1021-only,03-Aug-17,23,267,D1021.8,derived,Em1022,4,5,NO,8.8,2.81,
1,4,16,mix,03-Aug-17,23,276,D1021.8,derived,Em1022,3,2,NO,5.89,2.91,
1,4,17,1021-only,03-Aug-17,6,276,D1021.8,derived,Em1022,5,4,NO,9.99,3.03,
1,4,17,1021-only,03-Aug-17,10,270,D1021.8,derived,Em1022,4,8,NO,15.04,4.44,
1,4,17,1021-only,03-Aug-17,2,279,D1021.8,derived,Em1022,3,3,NO,8.75,4.72,
1,4,17,1021-only,03-Aug-17,19,276,D1021.8,derived,Em1022,5,4,NO,15.99,7.89,
1,4,16,mix,03-Aug-17,19,276,D1021.8,derived,Em1022,5,4,NO,17.23,8.18,
1,4,19,1021-only,03-Aug-17,5,270,D1021.8,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,4,16,mix,03-Aug-17,20,270,D1021.8,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,5,21,1021-only,04-Aug-17,7,279,D1021.9,derived,Em1022,3,2,NO,4.61,0.97,
1,5,21,1021-only,04-Aug-17,8,313,D1021.9,derived,Em1022,3,3,NO,9.96,2.45,
1,5,23,mix,04-Aug-17,14,270,D1021.9,derived,Em1022,4,3,NO,5.92,2.46,
1,5,21,1021-only,04-Aug-17,19,270,D1021.9,derived,Em1022,3,3,NO,7.68,2.55,
1,5,24,1021-only,04-Aug-17,16,313,D1021.9,derived,Em1022,3,4,NO,11.51,2.66,
1,5,21,1021-only,04-Aug-17,15,279,D1021.9,derived,Em1022,3,4,NO,7.91,3.03,
1,5,24,1021-only,04-Aug-17,18,276,D1021.9,derived,Em1022,5,2,NO,14.74,3.51,
1,5,21,1021-only,04-Aug-17,4,313,D1021.9,derived,Em1022,3,0,NO,10.82,3.65,
1,5,23,mix,04-Aug-17,20,276,D1021.9,derived,Em1022,5,3,NO,12.71,3.71,
1,5,21,1021-only,04-Aug-17,9,270,D1021.9,derived,Em1022,3,5,YES(5),9.16,3.74,
1,5,24,1021-only,04-Aug-17,2,279,D1021.9,derived,Em1022,3,5,YES(5),10.3,3.86,
1,5,21,1021-only,04-Aug-17,16,313,D1021.9,derived,Em1022,3,6,NO,8.91,4,
1,5,23,mix,04-Aug-17,19,267,D1021.9,derived,Em1022,4,5,NO,12.39,4.19,
1,5,21,1021-only,04-Aug-17,17,279,D1021.9,derived,Em1022,3,3,NO,8.04,4.22,
1,5,24,1021-only,04-Aug-17,11,267,D1021.9,derived,Em1022,4,7,NO,13.14,4.24,
1,5,23,mix,04-Aug-17,16,267,D1021.9,derived,Em1022,4,7,YES(5),12.38,4.71,
1,5,23,mix,04-Aug-17,21,267,D1021.9,derived,Em1022,4,7,NO,11.92,4.74,
1,5,24,1021-only,04-Aug-17,13,267,D1021.9,derived,Em1022,4,5,NO,16.24,5.02,
1,5,21,1021-only,04-Aug-17,21,276,D1021.9,derived,Em1022,4,2,NO,12.68,5.53,
1,5,21,1021-only,04-Aug-17,11,279,D1021.9,derived,Em1022,3,4,NO,8.51,6.2,
1,5,21,1021-only,04-Aug-17,1,270,D1021.9,derived,Em1022,4,13,NO,19.73,6.7,
1,5,21,1021-only,04-Aug-17,26,313,D1021.9,derived,Em1022,3,4,NO,9.64,6.88,
1,5,24,1021-only,04-Aug-17,1,276,D1021.9,derived,Em1022,3,3,NO,12.92,7.94,
1,5,24,1021-only,04-Aug-17,6,276,D1021.9,derived,Em1022,5,8,NO,24.04,9.65,
1,5,24,1021-only,04-Aug-17,22,270,D1021.9,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,1,5,mix,31-Jul-17,19,276,D1022.1,derived,Em1022,3,0,NO,3.77,0.9,
1,1,1,1022-only,31-Jul-17,26,270,D1022.1,derived,Em1022,4,2,NO,7.52,1.35,
1,1,3,1022-only,31-Jul-17,17,313,D1022.1,derived,Em1022,3,5,NO,8.13,1.68,
1,1,1,1022-only,31-Jul-17,21,313,D1022.1,derived,Em1022,3,1,NO,8.63,2,
1,1,3,1022-only,31-Jul-17,3,270,D1022.1,derived,Em1022,4,5,NO,9.92,2.04,
1,1,1,1022-only,31-Jul-17,8,267,D1022.1,derived,Em1022,4,3,NO,11.2,2.28,
1,1,1,1022-only,31-Jul-17,23,267,D1022.1,derived,Em1022,4,1,NO,11.06,2.38,
1,1,1,1022-only,31-Jul-17,5,270,D1022.1,derived,Em1022,4,6,NO,11.69,2.52,
1,1,1,1022-only,31-Jul-17,18,313,D1022.1,derived,Em1022,3,6,NO,8.95,2.82,
1,1,1,1022-only,31-Jul-17,9,313,D1022.1,derived,Em1022,4,5,NO,12.73,2.85,
1,1,3,1022-only,31-Jul-17,12,270,D1022.1,derived,Em1022,4,5,NO,12.96,2.97,
1,1,3,1022-only,31-Jul-17,11,279,D1022.1,derived,Em1022,3,6,NO,11.09,3.4,
1,1,1,1022-only,31-Jul-17,7,313,D1022.1,derived,Em1022,4,6,NO,13.58,3.72,
1,1,3,1022-only,31-Jul-17,14,276,D1022.1,derived,Em1022,5,5,NO,18.29,4.18,
1,1,3,1022-only,31-Jul-17,26,279,D1022.1,derived,Em1022,4,1,NO,11.77,4.59,
1,1,3,1022-only,31-Jul-17,24,267,D1022.1,derived,Em1022,4,5,NO,11.33,4.74,
1,1,5,mix,31-Jul-17,25,279,D1022.1,derived,Em1022,3,3,NO,10.95,4.81,
1,1,3,1022-only,31-Jul-17,19,276,D1022.1,derived,Em1022,5,3,YES(3),16.33,5.12,
1,1,5,mix,31-Jul-17,26,267,D1022.1,derived,Em1022,4,6,NO,17.53,5.36,
1,1,3,1022-only,31-Jul-17,6,279,D1022.1,derived,Em1022,4,4,NO,13.4,5.39,
1,1,5,mix,31-Jul-17,14,267,D1022.1,derived,Em1022,4,4,NO,17.8,5.47,
1,1,5,mix,31-Jul-17,15,270,D1022.1,derived,Em1022,5,11,NO,19.16,5.48,
1,1,5,mix,31-Jul-17,17,279,D1022.1,derived,Em1022,4,5,NO,15.07,6.11,
1,1,1,1022-only,31-Jul-17,6,276,D1022.1,derived,Em1022,5,3,NO,17.66,7.26,
1,1,5,mix,31-Jul-17,22,276,D1022.1,derived,Em1022,3,5,NO,17.15,9.79,
1,5,25,1022-only,04-Aug-17,5,270,D1022.10,derived,Em1022,2,0,NO,4.51,0.79,
1,5,22,1022-only,04-Aug-17,17,313,D1022.10,derived,Em1022,2,3,NO,6.12,1.51,
1,5,25,1022-only,04-Aug-17,7,313,D1022.10,derived,Em1022,2,2,NO,5.69,1.53,
1,5,22,1022-only,04-Aug-17,6,279,D1022.10,derived,Em1022,3,1,NO,4.26,1.55,
1,5,22,1022-only,04-Aug-17,24,313,D1022.10,derived,Em1022,3,1,NO,6.57,1.58,
1,5,23,mix,04-Aug-17,7,279,D1022.10,derived,Em1022,3,3,NO,6.04,2.02,
1,5,22,1022-only,04-Aug-17,22,270,D1022.10,derived,Em1022,4,3,NO,6.85,2.18,
1,5,22,1022-only,04-Aug-17,20,313,D1022.10,derived,Em1022,3,5,NO,8.15,2.43,
1,5,23,mix,04-Aug-17,3,279,D1022.10,derived,Em1022,3,7,NO,5.93,2.48,
1,5,22,1022-only,04-Aug-17,25,270,D1022.10,derived,Em1022,4,4,NO,7.05,2.6,
1,5,25,1022-only,04-Aug-17,19,267,D1022.10,derived,Em1022,3,3,NO,7.82,2.65,
1,5,22,1022-only,04-Aug-17,10,267,D1022.10,derived,Em1022,4,3,NO,10.24,3,
1,5,25,1022-only,04-Aug-17,18,313,D1022.10,derived,Em1022,3,1,NO,9.21,3.43,
1,5,25,1022-only,04-Aug-17,1,276,D1022.10,derived,Em1022,4,3,NO,9.81,3.68,
1,5,25,1022-only,04-Aug-17,26,276,D1022.10,derived,Em1022,4,2,NO,10.97,4.24,
1,5,23,mix,04-Aug-17,13,279,D1022.10,derived,Em1022,4,4,NO,10.14,4.35,
1,5,23,mix,04-Aug-17,2,267,D1022.10,derived,Em1022,4,6,NO,12.87,4.84,
1,5,23,mix,04-Aug-17,12,276,D1022.10,derived,Em1022,4,2,NO,11.23,5.26,
1,5,25,1022-only,04-Aug-17,22,276,D1022.10,derived,Em1022,4,5,NO,12.51,5.8,
1,5,23,mix,04-Aug-17,1,267,D1022.10,derived,Em1022,4,7,NO,14.74,5.99,
1,5,23,mix,04-Aug-17,10,276,D1022.10,derived,Em1022,5,6,YES(5),17.91,7.37,
1,5,22,1022-only,04-Aug-17,5,267,D1022.10,derived,Em1022,4,4,NO,14.02,11.46,
1,5,25,1022-only,04-Aug-17,21,270,D1022.10,derived,Em1022,NA,NA,NA,NA,NA,no germination
1,5,22,1022-only,04-Aug-17,3,270,D1022.10,derived,Em1022,1,0,NO,NA,NA,"very little growth, one envelope"
1,5,23,mix,04-Aug-17,4,279,D1022.10,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,6,28,1022-only,14-Aug-17,4,270,D1022.11,derived,Em1022,4,4,NO,5.19,0.22,
2,6,26,mix,14-Aug-17,19,270,D1022.11,derived,Em1022,3,0,NO,3.15,0.36,
2,6,28,1022-only,14-Aug-17,24,279,D1022.11,derived,Em1022,3,1,NO,6.07,0.78,"mislabeled as plant 23, but actually 24 and changed"
2,6,28,1022-only,14-Aug-17,1,279,D1022.11,derived,Em1022,4,0,NO,7.06,1.65,
2,6,28,1022-only,14-Aug-17,22,267,D1022.11,derived,Em1022,3,3,NO,8.15,2.16,
2,6,28,1022-only,14-Aug-17,9,313,D1022.11,derived,Em1022,4,5,NO,11.29,2.44,
2,6,30,1022-only,14-Aug-17,3,276,D1022.11,derived,Em1022,5,3,NO,9.35,2.61,
2,6,28,1022-only,14-Aug-17,21,267,D1022.11,derived,Em1022,3,4,NO,9.68,2.93,
2,6,26,mix,14-Aug-17,24,313,D1022.11,derived,Em1022,4,9,NO,12.13,3.01,
2,6,28,1022-only,14-Aug-17,2,270,D1022.11,derived,Em1022,4,4,NO,8.35,3.28,
2,6,26,mix,14-Aug-17,15,276,D1022.11,derived,Em1022,5,4,NO,12.85,3.36,
2,6,26,mix,14-Aug-17,17,267,D1022.11,derived,Em1022,4,5,YES(5),12.16,3.62,
2,6,28,1022-only,14-Aug-17,23,276,D1022.11,derived,Em1022,4,2,NO,11.59,3.89,
2,6,28,1022-only,14-Aug-17,6,313,D1022.11,derived,Em1022,4,6,YES(5),13.72,4.25,
2,6,30,1022-only,14-Aug-17,23,313,D1022.11,derived,Em1022,4,5,NO,11.66,4.35,
2,6,28,1022-only,14-Aug-17,26,267,D1022.11,derived,Em1022,4,6,NO,11.97,4.47,
2,6,26,mix,14-Aug-17,14,279,D1022.11,derived,Em1022,3,4,NO,11.65,4.55,
2,6,28,1022-only,14-Aug-17,7,270,D1022.11,derived,Em1022,5,9,NO,14.54,4.94,
2,6,30,1022-only,14-Aug-17,15,313,D1022.11,derived,Em1022,4,5,NO,13.53,6.68,
2,6,30,1022-only,14-Aug-17,9,276,D1022.11,derived,Em1022,4,3,NO,8.05,7.99,
2,6,28,1022-only,14-Aug-17,10,267,D1022.11,derived,Em1022,4,4,NO,15.11,8.76,
2,6,28,1022-only,14-Aug-17,14,276,D1022.11,derived,Em1022,4,7,YES(5),19.09,9.47,
2,6,30,1022-only,14-Aug-17,12,279,D1022.11,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,6,30,1022-only,14-Aug-17,19,279,D1022.11,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,6,30,1022-only,14-Aug-17,8,270,D1022.11,derived,Em1022,0,0,NO,NA,NA,very little growth
2,6,30,1022-only,14-Aug-17,26,279,D1022.12,derived,Em1022,1,1,NO,1.8,0.66,
2,6,28,1022-only,14-Aug-17,15,270,D1022.12,derived,Em1022,4,2,NO,6.77,0.82,
2,6,28,1022-only,14-Aug-17,13,279,D1022.12,derived,Em1022,3,1,NO,3.88,0.87,
2,6,30,1022-only,14-Aug-17,22,270,D1022.12,derived,Em1022,4,2,NO,6.66,1.13,
2,6,26,mix,14-Aug-17,16,279,D1022.12,derived,Em1022,2,0,NO,3.53,1.18,
2,6,30,1022-only,14-Aug-17,25,313,D1022.12,derived,Em1022,3,1,NO,7.76,1.65,
2,6,28,1022-only,14-Aug-17,19,313,D1022.12,derived,Em1022,3,1,NO,7.55,1.67,
2,6,26,mix,14-Aug-17,22,279,D1022.12,derived,Em1022,3,1,NO,6.51,1.95,
2,6,26,mix,14-Aug-17,20,270,D1022.12,derived,Em1022,4,9,NO,9.08,2.45,
2,6,28,1022-only,14-Aug-17,18,313,D1022.12,derived,Em1022,4,6,NO,11.92,2.63,
2,6,26,mix,14-Aug-17,21,313,D1022.12,derived,Em1022,4,8,NO,13.31,2.77,
2,6,30,1022-only,14-Aug-17,17,267,D1022.12,derived,Em1022,4,2,NO,9.79,2.91,
2,6,26,mix,14-Aug-17,25,267,D1022.12,derived,Em1022,4,4,NO,9.59,2.93,
2,6,26,mix,14-Aug-17,23,276,D1022.12,derived,Em1022,5,1,NO,10.68,3.08,
2,6,30,1022-only,14-Aug-17,5,279,D1022.12,derived,Em1022,4,3,NO,11.66,3.14,
2,6,28,1022-only,14-Aug-17,11,276,D1022.12,derived,Em1022,6,3,NO,15.82,3.67,
2,6,26,mix,14-Aug-17,18,313,D1022.12,derived,Em1022,3,3,NO,9.27,4.25,
2,6,30,1022-only,14-Aug-17,10,267,D1022.12,derived,Em1022,3,5,NO,8.54,4.51,
2,6,28,1022-only,14-Aug-17,8,276,D1022.12,derived,Em1022,4,2,NO,17.33,5.39,
2,6,30,1022-only,14-Aug-17,20,267,D1022.12,derived,Em1022,4,4,NO,11.48,5.48,
2,6,30,1022-only,14-Aug-17,4,267,D1022.12,derived,Em1022,2,3,NO,7.98,5.65,
2,6,30,1022-only,14-Aug-17,2,276,D1022.12,derived,Em1022,5,3,NO,19.34,6.82,
2,6,30,1022-only,14-Aug-17,1,276,D1022.12,derived,Em1022,5,4,NO,19.09,7.84,
2,6,28,1022-only,14-Aug-17,17,270,D1022.12,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,6,26,mix,14-Aug-17,26,270,D1022.12,derived,Em1022,NA,NA,NA,NA,NA,no germination
2,7,35,mix,15-Aug-17,23,270,D1022.13,derived,Em1022,4,3,NO,6.72,0.95,
2,7,31,1022-only,15-Aug-17,21,313,D1022.13,derived,Em1022,3,2,NO,5.57,1.82,
2,7,35,mix,15-Aug-17,16,270,D1022.13,derived,Em1022,0,0,NO,1.3,2.18,"root is larger than shoot, confirmed"
2,7,34,1022-only,15-Aug-17,4,267,D1022.13,derived,Em1022,3,2,NO,14.63,2.48,
2,7,35,mix,15-Aug-17,20,279,D1022.13,derived,Em1022,4,9,YES(5),13.74,2.57,
2,7,31,1022-only,15-Aug-17,24,279,D1022.13,derived,Em1022,3,5,NO,12.14,3.04,
2,7,34,1022-only,15-Aug-17,21,313,D1022.13,derived,Em1022,2,1,NO,5.73,3.05,
2,7,34,1022-only,15-Aug-17,24,279,D1022.13,derived,Em1022,3,7,NO,12.16,3.35,
2,7,31,1022-only,15-Aug-17,11,276,D1022.13,derived,Em1022,3,0,NO,5.57,3.64,
2,7,31,1022-only,15-Aug-17,2,270,D1022.13,derived,Em1022,5,9,NO,14.31,3.7,
2,7,31,1022-only,15-Aug-17,20,313,D1022.13,derived,Em1022,3,7,NO,11.86,3.73,
2,7,31,1022-only,15-Aug-17,9,279,D1022.13,derived,Em1022,4,8,NO,13.26,3.93,
2,7,34,1022-only,15-Aug-17,9,270,D1022.13,derived,Em1022,3,5,NO,9.5,4,
2,7,34,1022-only,15-Aug-17,15,313,D1022.13,derived,Em1022,3,5,NO,11.97,4.17,
2,7,31,1022-only,15-Aug-17,3,267,D1022.13,derived,Em1022,4,5,NO,12.24,4.3,
2,7,34,1022-only,15-Aug-17,12,270,D1022.13,derived,Em1022,4,11,NO,17.83,4.37,
2,7,35,mix,15-Aug-17,25,267,D1022.13,derived,Em1022,3,4,NO,11.32,4.48,
2,7,31,1022-only,15-Aug-17,19,279,D1022.13,derived,Em1022,3,7,NO,18.65,5.17,
2,7,31,1022-only,15-Aug-17,8,276,D1022.13,derived,Em1022,3,2,NO,7.6,5.84,
2,7,31,1022-only,15-Aug-17,17,267,D1022.13,derived,Em1022,3,6,NO,11.58,6.82,
2,7,34,1022-only,15-Aug-17,20,313,D1022.13,derived,Em1022,3,1,NO,10.33,6.93,
2,7,34,1022-only,15-Aug-17,8,267,D1022.13,derived,Em1022,3,5,NO,10.78,9.04,
2,7,34,1022-only,15-Aug-17,1,276,D1022.13,derived,Em1022,5,6,NO,25.38,9.4,
2,7,34,1022-only,15-Aug-17,10,276,D1022.13,derived,Em1022,4,6,YES(5),22.54,12.62,
2,7,34,1022-only,15-Aug-17,6,276,D1022.13,derived,Em1022,5,4,NO,19.35,13.54,
2,7,31,1022-only,15-Aug-17,1,270,D1022.14,derived,Em1022,3,3,NO,7.98,1.37,
2,7,35,mix,15-Aug-17,22,279,D1022.14,derived,Em1022,3,4,NO,6.74,1.4,
2,7,31,1022-only,15-Aug-17,26,279,D1022.14,derived,Em1022,3,4,NO,7.66,1.67,
2,7,31,1022-only,15-Aug-17,12,270,D1022.14,derived,Em1022,4,6,YES(5),8.62,1.93,
2,7,34,1022-only,15-Aug-17,11,279,D1022.14,derived,Em1022,2,8,NO,8.85,1.97,
2,7,35,mix,15-Aug-17,12,279,D1022.14,derived,Em1022,3,6,NO,10.1,2.58,
2,7,34,1022-only,15-Aug-17,17,267,D1022.14,derived,Em1022,3,4,NO,8.39,2.77,
2,7,31,1022-only,15-Aug-17,4,313,D1022.14,derived,Em1022,3,3,NO,6.22,2.8,
2,7,35,mix,15-Aug-17,19,267,D1022.14,derived,Em1022,4,3,NO,11.35,2.88,
2,7,31,1022-only,15-Aug-17,16,270,D1022.14,derived,Em1022,4,1,NO,9.85,3.01,
