chrom,samp1,samp2,num_sites_where_both_havedata,var_sites,N_both_het,N_hom_het,N_hom_alt_hom_ref,N_hom_hom,pairwise_geno
CP021827.1,B13-1021-16.bam.reorder,P09-1021-3.bam.reorder,8821,0,0,0,35,8786,35
CP021827.1,B13-1021-16.bam.reorder,D09-1021-18.bam.reorder,8821,0,0,0,23,8798,23
CP021827.1,D11-1021-22.bam.reorder,I03-1022-17.bam.reorder,8821,0,0,0,33,8788,33
CP021827.1,D11-1021-22.bam.reorder,H11-1022-12.bam.reorder,8821,0,0,0,26,8795,26
CP021827.1,D11-1021-22.bam.reorder,P06-1021-32.bam.reorder,8821,0,0,0,81,8740,81
CP021827.1,D11-1021-22.bam.reorder,R11-1021-31.bam.reorder,8821,0,0,0,41,8780,41
CP021827.1,D11-1021-22.bam.reorder,T06-1021-23.bam.reorder,8821,0,0,0,74,8747,74
CP021827.1,D11-1021-22.bam.reorder,T10-1022-22.bam.reorder,8821,0,0,0,55,8766,55
CP021827.1,D11-1021-22.bam.reorder,T09-1021-15.bam.reorder,8821,0,0,0,32,8789,32
CP021827.1,D11-1021-22.bam.reorder,T06-1021-22.bam.reorder,8821,0,0,0,32,8789,32
CP021827.1,D11-1021-22.bam.reorder,Q08-1021-20.bam.reorder,8821,0,0,0,20,8801,20
CP021827.1,D11-1021-22.bam.reorder,S02-1021-19.bam.reorder,8821,0,0,0,57,8764,57
CP021827.1,D11-1021-22.bam.reorder,M10-1022-4.bam.reorder,8821,0,0,0,24,8797,24
CP021827.1,D11-1021-22.bam.reorder,P09-1022-4.bam.reorder,8821,0,0,0,40,8781,40
CP021827.1,D11-1021-22.bam.reorder,N10-1022-22.bam.reorder,8821,0,0,0,28,8793,28
CP021827.1,D11-1021-22.bam.reorder,T06-1021-21.bam.reorder,8821,0,0,0,30,8791,30
CP021827.1,D11-1021-22.bam.reorder,F05-1021-38.bam.reorder,8821,0,0,0,34,8787,34
CP021827.1,D11-1021-22.bam.reorder,S02-1022-13.bam.reorder,8821,0,0,0,29,8792,29
CP021827.1,D11-1021-22.bam.reorder,H11-1022-26.bam.reorder,8821,0,0,0,66,8755,66
CP021827.1,D11-1021-22.bam.reorder,F02-1021-35.bam.reorder,8821,0,0,0,35,8786,35
CP021827.1,D11-1021-22.bam.reorder,H01-1022-18.bam.reorder,8821,0,0,0,58,8763,58
CP021827.1,D11-1021-22.bam.reorder,T11-1022-24.bam.reorder,8821,0,0,0,76,8745,76
CP021827.1,D11-1021-22.bam.reorder,P09-1021-5.bam.reorder,8821,0,0,0,75,8746,75
CP021827.1,D11-1021-22.bam.reorder,O12-1022-5.bam.reorder,8821,0,0,0,39,8782,39
CP021827.1,D11-1021-22.bam.reorder,R09-1022-7.bam.reorder,8821,0,0,0,71,8750,71
CP021827.1,D11-1021-22.bam.reorder,E07-1022-6.bam.reorder,8821,0,0,0,84,8737,84
CP021827.1,D11-1021-22.bam.reorder,F06-1022-13.bam.reorder,8821,0,0,0,32,8789,32
CP021827.1,D11-1021-22.bam.reorder,T10-1022-21.bam.reorder,8821,0,0,0,29,8792,29
CP021827.1,D11-1021-22.bam.reorder,P09-1021-3.bam.reorder,8821,0,0,0,28,8793,28
CP021827.1,D09-1021-18.bam.reorder,I03-1022-17.bam.reorder,8821,0,0,0,23,8798,23
CP021827.1,D09-1021-18.bam.reorder,H11-1022-12.bam.reorder,8821,0,0,0,16,8805,16
CP021827.1,D09-1021-18.bam.reorder,P06-1021-32.bam.reorder,8821,0,0,0,75,8746,75
CP021827.1,D09-1021-18.bam.reorder,R11-1021-31.bam.reorder,8821,0,0,0,37,8784,37
CP021827.1,D09-1021-18.bam.reorder,T06-1021-23.bam.reorder,8821,0,0,0,66,8755,66
CP021827.1,D09-1021-18.bam.reorder,T10-1022-22.bam.reorder,8821,0,0,0,41,8780,41
CP021827.1,D09-1021-18.bam.reorder,T09-1021-15.bam.reorder,8821,0,0,0,20,8801,20
CP021827.1,D09-1021-18.bam.reorder,T06-1021-22.bam.reorder,8821,0,0,0,20,8801,20
CP021827.1,D09-1021-18.bam.reorder,D11-1021-22.bam.reorder,8821,0,0,0,20,8801,20
CP021827.1,D09-1021-18.bam.reorder,Q08-1021-20.bam.reorder,8821,0,0,0,10,8811,10
CP021827.1,D09-1021-18.bam.reorder,S02-1021-19.bam.reorder,8821,0,0,0,49,8772,49
CP021827.1,D09-1021-18.bam.reorder,M10-1022-4.bam.reorder,8821,0,0,0,18,8803,18
CP021827.1,D09-1021-18.bam.reorder,P09-1022-4.bam.reorder,8821,0,0,0,28,8793,28
CP021827.1,D09-1021-18.bam.reorder,N10-1022-22.bam.reorder,8821,0,0,0,22,8799,22
CP021827.1,D09-1021-18.bam.reorder,T06-1021-21.bam.reorder,8821,0,0,0,28,8793,28
CP021827.1,D09-1021-18.bam.reorder,F05-1021-38.bam.reorder,8821,0,0,0,34,8787,34
CP021827.1,D09-1021-18.bam.reorder,S02-1022-13.bam.reorder,8821,0,0,0,23,8798,23
CP021827.1,D09-1021-18.bam.reorder,H11-1022-26.bam.reorder,8821,0,0,0,56,8765,56
CP021827.1,D09-1021-18.bam.reorder,F02-1021-35.bam.reorder,8821,0,0,0,23,8798,23
CP021827.1,D09-1021-18.bam.reorder,H01-1022-18.bam.reorder,8821,0,0,0,52,8769,52
CP021827.1,D09-1021-18.bam.reorder,T11-1022-24.bam.reorder,8821,0,0,0,62,8759,62
CP021827.1,D09-1021-18.bam.reorder,P09-1021-5.bam.reorder,8821,0,0,0,75,8746,75
CP021827.1,D09-1021-18.bam.reorder,O12-1022-5.bam.reorder,8821,0,0,0,25,8796,25
CP021827.1,D09-1021-18.bam.reorder,R09-1022-7.bam.reorder,8821,0,0,0,67,8754,67
CP021827.1,D09-1021-18.bam.reorder,E07-1022-6.bam.reorder,8821,0,0,0,74,8747,74
CP021827.1,D09-1021-18.bam.reorder,F06-1022-13.bam.reorder,8821,0,0,0,22,8799,22
CP021827.1,D09-1021-18.bam.reorder,T10-1022-21.bam.reorder,8821,0,0,0,25,8796,25
CP021827.1,D09-1021-18.bam.reorder,P09-1021-3.bam.reorder,8821,0,0,0,24,8797,24
